Latitude,Longitude,Hazard_Prob,GLOF
35.4,74.676,0.5547148480338654,0
35.332,74.941,0.3258447134406527,0
35.33,74.786,0.9671420703555677,0
35.315,74.937,0.7083204455891229,0
35.082,74.961,0.1494507992271248,0
35.075,74.958,0.1313286490996178,0
34.962,74.1,0.15326353141513882,0
34.948,74.138,0.36917040040759114,0
34.926,74.155,0.33163817791280586,0
34.902,74.048,0.2588763463356091,0
34.858,74.077,0.759950337397058,0
34.829,74.062,0.7203817538868879,0
34.876,74.477,0.7536674231800279,0
34.92,74.521,0.9039687005406041,0
34.908,74.68,0.6112559218567823,0
34.849,74.523,0.5496133874773133,0
34.84,74.676,0.22501538628269513,0
34.846,74.787,0.004820052779555661,0
34.845,74.809,0.004053451920220941,0
34.84,74.761,0.1678563380503227,0
34.548,74.819,0.035261825320059254,0
34.537,74.828,0.13930717447711938,0
34.493,74.921,0.17896458071209842,0
34.489,74.906,0.1345098190695406,0
34.47,74.913,0.18622203136894908,0
34.457,74.985,0.5102516627698556,0
34.452,74.932,0.6072339540758555,0
34.448,74.909,0.5906914752523735,0
34.444,74.892,0.6828220958831042,0
34.432,74.924,0.7178302073245078,0
34.418,74.936,0.7388924105629323,0
34.392,74.874,0.17692977333526846,0
34.385,74.944,0.11397072961378338,0
34.38,74.876,0.13915557192810318,0
33.866,74.417,0.23245343522657821,0
33.841,74.428,0.2356931878735237,0
33.829,74.435,0.23066219992201548,0
33.82,74.451,0.16910050819852337,0
33.74,74.526,0.3014275428587475,0
33.735,74.523,0.28647821859299266,0
33.559,74.526,0.02725050896625751,0
33.55,74.543,0.09946267845099233,0
33.54,74.523,0.02891717741982735,0
33.54,74.565,0.020746243540323443,0
33.536,74.555,0.09052983181355867,0
33.53,74.574,0.021992917462235702,0
33.528,74.561,0.017439127529439206,0
33.522,74.605,0.02844327515986632,0
33.519,74.584,0.023731542116424403,0
33.51,74.564,0.02302813084518727,0
33.509,74.625,0.33677852075797315,0
33.505,74.594,0.01871238259737833,0
33.496,74.565,0.04075381044431789,0
33.444,74.614,0.041787339955517484,0
33.512,74.769,0.10434928495663197,0
33.503,74.85,0.6531867189973771,0
35.264,75.194,0.09077427125958715,0
35.231,75.182,0.15590615947817002,0
35.119,75.228,0.1601270782113568,0
35.049,75.198,0.08778853406578375,0
35.016,75.001,0.251890731406507,0
35.182,75.422,0.3756424178778177,0
35.143,75.261,0.1407785361324993,0
35.132,75.321,0.17845404963165468,0
35.172,75.521,0.37356505476352286,0
35.096,75.579,0.0017792977150301354,0
35.027,75.725,0.16073624566045502,0
34.991,75.236,0.0032534490392583386,0
34.972,75.051,0.23201104650836513,0
34.922,75.25,0.059880261221396,0
34.92,75.177,0.016400335805276448,0
34.919,75.189,0.01722867138679906,0
34.697,75.137,0.019078816254062676,0
34.684,75.14,0.018219113964503156,0
34.666,75.179,0.03961793725780219,0
34.422,75.058,0.4415662646561241,0
34.397,75.103,0.18278666024822218,0
34.388,75.119,0.2202466477971526,0
34.207,75.147,0.23578295460920518,0
34.203,75.205,0.3467952518202363,0
34.156,75.113,0.03207950170092182,0
34.144,75.11,0.03900620958038561,0
34.14,75.148,0.004702235283558519,0
34.093,75.161,0.19387699405511918,0
34.063,75.216,0.27518959341530547,0
34.825,75.382,0.006821732256428127,0
34.775,75.48,0.10488605101852445,0
34.234,75.275,0.2545049687310153,0
34.193,75.321,0.49747290408018247,0
34.184,75.373,0.4795539905793843,0
34.139,75.377,0.3201219592689272,0
34.094,75.498,0.15252138622784797,0
34.067,75.475,0.3176330096984311,0
34.987,75.553,0.10339286584520375,0
34.965,75.545,0.08439815676239339,0
34.947,75.592,0.0738980016028506,0
34.896,75.617,0.06109693143236673,0
34.893,75.713,0.041688574143583755,0
34.883,75.68,0.12575196753699663,0
34.873,75.716,0.04375818063839453,0
34.808,75.545,0.11405999876556512,0
34.491,75.649,0.17615410028515635,0
34.947,75.763,0.09070521047608689,0
34.888,75.892,0.0770377666926066,0
34.878,75.871,0.10175266646899557,0
34.859,75.942,0.07887535110905859,0
34.04,75.844,0.5640499085170959,0
33.953,75.378,0.23757342635507148,0
33.952,75.411,0.10358272538513925,0
33.929,75.389,0.199909303823479,0
33.754,75.47,0.27695413909113586,0
33.619,75.537,0.07625242917238277,0
35.954,76.03,0.6794596337502552,0
35.171,76.205,0.206374617023572,0
35.097,76.234,0.4425614522057765,0
35.73,76.41,0.0025849836123586736,0
35.72,76.375,0.12025325370829575,0
35.092,76.252,0.7944464678473241,0
35.074,76.293,0.2644180659878885,0
35.056,76.261,0.1909325753008113,0
35.011,76.32,0.02938652307729203,0
34.351,76.075,0.4914359161891905,0
34.854,76.383,0.29561239243743337,0
34.854,76.368,0.25415513906597204,0
34.833,76.352,0.25457685664943885,0
34.827,76.456,0.0371376728465571,0
34.818,76.409,0.04662772597136319,0
34.772,76.5,0.03337727533869314,0
34.762,76.469,0.02685774004278581,0
34.813,76.517,0.04255298422509183,0
34.811,76.502,0.043130963845286474,0
34.765,76.711,0.06085395221365714,0
34.051,76.718,0.5302732192133136,0
34.005,76.721,0.54951675504957,0
34.671,76.758,0.03890177091149134,0
34.006,76.788,0.4251568427210313,0
33.945,76.23,0.783368966007363,0
33.942,76.019,0.8565194782943619,0
33.868,76.121,0.8698834125901302,0
33.844,76.375,0.8236840893689142,0
33.507,76.45,0.4919499134526959,0
33.159,76.984,0.6667631828664953,0
32.336,76.332,0.20770166563350184,0
35.476,77.513,0.2637035236129322,0
35.032,77.7,0.23151949266407879,0
35.06,77.856,0.0019513026858553157,0
34.905,77.616,0.5126592936079903,0
34.398,77.983,0.36788335048015897,0
33.556,77.664,0.06988004720578361,0
33.999,77.979,0.024746118734779336,0
32.526,77.22,0.8476714749490878,0
32.499,77.547,0.6469250847380039,0
32.483,77.615,0.03162506561004011,0
34.521,78.09,0.2398507108899675,0
34.52,78.101,0.22754383013617369,0
34.457,78.136,0.16283475357731725,0
34.446,78.143,0.15944767582328995,0
34.401,78.079,0.41401262476753703,0
34.39,78.089,0.10814815570007504,0
34.233,78.426,0.01042282282045169,0
34.2,78.516,0.013679915658013101,0
34.151,78.553,0.04133439798880582,0
33.281,78.23,0.016017125240883646,0
33.137,78.197,0.22683943648176705,0
33.496,78.498,0.004348665802040468,0
33.455,78.498,0.0027348255291268424,0
33.427,78.488,0.0020191836307262884,0
33.055,78.47,0.09706023746429607,0
33.558,78.506,0.04511491633354437,0
33.517,78.519,0.0019023833016272842,0
33.474,78.502,0.0030602998071452866,0
32.363,78.272,0.4173750370405174,0
32.736,78.726,0.2631556410575695,0
32.492,78.852,0.24308151122251292,0
32.441,78.925,0.2734961622479765,0
32.409,78.9,0.3339137571232764,0
32.32,78.979,0.3135301570456509,0
32.029,78.845,0.22920575286334452,0
32.21,79.044,0.008153673703033616,0
32.377,79.393,0.011717560813676113,0
32.399,79.622,0.02501870905848343,0
32.389,79.659,0.1681319749078039,0
32.298,79.662,0.03266631028758801,0
31.661,78.168,0.7470703599470081,0
31.339,78.254,0.5330207433475299,0
31.993,78.845,0.2345423655978266,0
31.919,78.784,0.2555316265422988,0
31.914,78.84,0.20438513414513848,0
31.554,78.751,0.4607386160713902,0
31.984,79.958,0.26759832191681265,0
31.95,79.986,0.39435349000206343,0
31.937,79.994,0.22740095711171648,0
31.925,79.865,0.0019074658393159617,0
31.909,79.988,0.03798414926207433,0
31.9,79.986,0.0037448769451896217,0
31.878,79.984,0.004855907994569408,0
34.282,80.09,0.11244443773932492,0
34.324,80.84,0.20614845620665537,0
34.316,80.858,0.9966755147837968,0
34.307,80.982,0.22831704179195025,0
32.423,80.865,0.03263882823890956,0
34.299,81.202,0.0006041611330643231,0
34.341,81.257,0.032364247597282764,0
31.9,80.001,0.017105451185293396,0
31.881,79.999,0.004878664814610604,0
31.694,80.664,0.3377170134113271,0
31.499,80.948,0.0004030011435334089,0
31.495,80.985,0.0024739906311782908,0
31.474,80.992,0.0023904025539500796,0
30.552,80.4,0.5833072832991953,0
30.477,80.592,0.48632442600636777,0
31.985,81.063,0.002266024694569484,0
31.442,81.157,0.0002987238893311766,0
31.285,81.032,0.2879415722094531,0
31.285,81.176,0.0049529520158019666,0
31.26,81.133,0.06183238856212671,0
31.234,81.138,0.32910018696656135,0
31.182,81.195,0.0117591047986946,0
31.179,81.152,0.12324502241459097,0
31.153,81.243,0.0459263027386312,0
31.284,81.631,0.0008748519583326671,0
31.274,81.595,0.010926654454000257,0
31.272,81.518,0.00517763172970948,0
30.431,81.433,0.016263152482959748,0
30.43,81.463,0.11106523728974295,0
30.416,81.468,0.12281392925539701,0
30.409,81.476,0.3295831261707341,0
30.515,81.702,0.035839619359042986,0
30.43,81.714,0.0010224937049012517,0
30.421,81.721,0.00035271589638551245,0
30.393,81.533,0.021242003308303007,0
30.463,81.993,0.010807022105770002,0
30.427,81.871,0.020819817549168423,0
30.419,81.868,0.0202528220147233,0
30.399,81.853,0.2621524998475533,0
30.392,81.964,0.30130918443255994,0
30.39,81.818,0.34817201008040893,0
30.39,81.895,0.3319986619860276,0
30.385,81.93,0.43408369316470424,0
30.385,81.841,0.3120538709643721,0
30.592,82.084,0.0005210266789039235,0
30.376,82.02,0.3785497698670023,0
31.231,78.211,0.12223877188751801,0
31.26,78.255,0.12360774677301305,0
30.746,78.987,0.6489862765612415,0
30.976,79.46,0.18597364927592072,0
30.904,79.747,0.8608086784853408,0
30.901,79.746,0.9559682436172849,0
30.901,79.754,0.3127559728683145,0
30.565,80.179,0.5965933491348808,0
30.446,80.387,0.7279196078873984,0
30.392,80.532,0.41995314965923775,0
30.402,80.784,0.5512588099278863,0
30.347,80.886,0.0433715188215551,0
30.424,81.33,0.07009434015964013,0
30.417,81.427,0.01596520130696889,0
30.405,81.427,0.017374466152240312,0
30.378,81.421,0.005031592203172524,0
30.364,81.376,0.042193782882635686,0
30.343,81.413,0.04360838169148839,0
30.322,81.376,0.2166309044247297,0
30.319,81.445,0.3875596074000824,0
30.312,81.409,0.20197728960346678,0
30.302,81.399,0.08501808764062102,0
30.297,81.388,0.03976179186910516,0
30.266,81.349,0.20175462926034507,0
30.233,81.35,0.14854700192584563,0
30.254,81.689,0.0022223434289789542,0
30.378,81.574,0.03459654171224233,0
30.328,81.512,0.002355422572624935,0
30.284,81.574,0.0011838567783548778,0
30.162,81.748,0.26048092848616844,0
30.14,81.685,0.2603575498573249,0
30.346,81.861,0.11075058045741333,0
30.345,81.831,0.31980512449893417,0
30.338,81.913,0.40614578712288757,0
30.336,81.92,0.40803583181878933,0
30.324,81.833,0.3005109180155328,0
30.313,81.876,0.12463309251111494,0
30.307,81.866,0.13415630370604126,0
30.216,81.802,0.09512981599571714,0
30.214,81.758,0.28393647669501254,0
30.204,81.878,0.21864515210655638,0
30.129,81.781,0.3748871745751573,0
30.059,81.955,0.137377177425646,0
30.057,81.941,0.6099488495137461,0
29.921,81.031,0.36351041962548414,0
29.936,81.674,0.2910951946575378,0
29.898,81.747,0.04947588074343816,0
29.898,81.578,0.950058084369464,0
29.773,81.527,0.7630953459573205,0
29.648,81.556,0.03683936385187025,0
29.61,81.544,0.08041218023661142,0
30.149,82.161,0.3083118258219007,0
30.067,82.127,0.67655875254128,0
29.993,82.197,0.6192879437122095,0
29.971,82.25,0.13411945221959407,0
29.935,82.208,0.3293921711611588,0
29.929,82.207,0.3335567225964416,0
29.928,82.235,0.45625194811335873,0
29.702,82.245,0.6527875562560297,0
29.675,82.193,0.33175410162146585,0
29.669,82.222,0.04385522229700126,0
29.668,82.194,0.053788996332395596,0
29.666,82.203,0.053076115194504156,0
29.654,82.223,0.04538606352211087,0
29.116,82.236,0.08320981318984781,0
29.084,82.186,0.03398053437735936,0
29.878,82.383,0.6581732942822511,0
29.754,82.415,0.23239359941519144,0
29.714,82.25,0.6598525468159514,0
29.698,82.373,0.6909782003681832,0
29.432,82.361,0.05724733560991252,0
29.408,82.43,0.1218480628180442,0
29.391,82.394,0.09976731514422034,0
29.387,82.416,0.11598855288920083,0
29.384,82.424,0.11809249230007457,0
29.382,82.41,0.14572688172551718,0
29.309,82.474,0.04132532104962452,0
29.119,82.256,0.09652280967738737,0
29.893,82.514,0.007699758454786696,0
29.822,82.712,0.6267499542928844,0
29.798,82.671,0.5725372440438053,0
29.743,82.705,0.34687357627975973,0
29.723,82.644,0.5657847964030596,0
29.696,82.561,0.09235759507769599,0
29.297,82.705,0.22175377585294667,0
29.27,82.59,0.7933229874741577,0
29.249,82.564,0.5801960424276942,0
29.194,82.546,0.0964961742873165,0
29.185,82.563,0.11042275709766917,0
28.819,82.867,0.04560197931188219,0
28.79,82.981,0.1749874369141544,0
29.108,83.026,0.3149967286949009,0
29.377,83.39,0.01805324104650822,0
29.218,83.702,0.11116034941469584,0
29.201,83.684,0.24792735919538866,0
29.175,83.748,0.07757705575643759,0
29.117,83.738,0.31216755799508317,0
29.046,83.674,0.3019760721459727,0
28.993,83.173,0.22589367092491283,0
28.959,83.187,0.4705319766893932,0
28.787,83.33,0.6451573893426139,0
28.886,83.527,0.19861016797627298,0
28.726,83.89,0.33208510473113123,0
28.712,83.92,0.017955777647903473,0
28.691,83.852,0.46854306764661724,0
28.826,84.15,0.13250172698170062,0
28.663,84.472,0.6966119757361834,0
28.657,84.458,0.7140426399013067,0
28.497,84.256,0.5055971349423386,0
28.488,84.486,0.7956520837784495,0
28.596,84.629,0.915060202057302,0
28.372,84.579,0.048394144413893454,0
28.617,84.912,0.49583504573637943,0
28.505,84.802,0.061379039403887045,0
28.38,84.78,0.06266992752907483,0
28.961,85.084,0.015362599762069593,0
28.585,85.022,0.3746552812829061,0
28.292,85.17,0.5018382956184375,0
28.676,85.41,0.1182880761387727,0
28.644,85.491,0.528754323897719,0
28.642,85.474,0.21826262942995214,0
28.568,85.457,0.783070093531315,0
28.566,85.464,0.7879496035599213,0
28.559,85.333,0.7130125554478269,0
28.508,85.494,0.31718668671192735,0
28.124,85.469,0.5788055840601855,0
28.083,85.413,0.06950475257119411,0
28.08,85.407,0.07326595934904216,0
28.061,85.389,0.13087402000463758,0
28.623,85.51,0.4133139134671573,0
28.616,85.527,0.4186404614751538,0
28.58,85.596,0.37705775704612515,0
28.575,85.583,0.37465677729853886,0
28.573,85.659,0.0005094494630904321,0
28.562,85.602,0.4879405599741938,0
28.548,85.616,0.43934219940748986,0
28.532,85.609,0.9038921758372056,0
28.527,85.638,0.4846019669564627,0
28.494,85.636,0.4847655714601886,0
28.485,85.736,0.3039822667177412,0
28.468,85.519,0.7618071184943356,0
28.46,85.684,0.24686023131529503,0
28.426,85.564,0.6044616606926947,0
28.405,85.588,0.3787286154227966,0
28.404,85.605,0.41708303999869273,0
28.358,85.538,0.39064043613137833,0
28.163,85.63,0.18619124545821547,0
28.442,85.78,0.23254900920453983,0
28.371,85.89,0.0726982729775182,0
28.36,85.871,0.1899920422508142,0
28.329,85.869,0.07819617124132129,0
28.323,85.908,0.4349063713690981,0
28.322,85.838,0.11057086951321855,0
28.321,85.93,0.35758372347813383,0
28.313,85.948,0.38351082355285926,0
28.297,85.819,0.12292464752208156,0
28.293,85.83,0.479342235571806,0
28.261,85.915,0.000922426487830722,0
28.211,85.847,0.32624044397837776,0
28.182,85.923,0.045870283327979974,0
28.151,85.905,0.9371877342805945,0
28.347,86.225,0.377229836332976,0
28.335,86.192,0.1504880251528427,0
28.321,86.158,0.3253643612492391,0
28.303,86.157,0.4133272189151321,0
28.295,86.151,0.3985989921966042,0
28.294,86.131,0.47176367852232587,0
28.27,86.187,0.28625718678716694,0
28.253,86.103,0.46603853273623574,0
28.249,86.15,0.36200786389336337,0
28.243,86.196,0.33268179184184016,0
28.183,86.226,0.39523073875707815,0
